real cid,global size,mapping size,local sizes,queue sizes
47.0,"[10, 877280, 877270]"
5.0,"[1390, 4460, 3070]"
73.0,"[8830, 751670, 742840]"
127.0,"[11050, 732580, 721530]"
211.0,"[11860, 732710, 720850]"
231.0,"[16540, 735860, 719320]"
259.0,"[14380, 825530, 811150]"
274.0,"[17100, 889580, 872480]"
303.0,"[20320, 1635430, 1615110]"
389.0,"[588920, 848590, 259670]"
393.0,"[590710, 806280, 215570]"
409.0,"[596560, 1635670, 1039110]"
475.0,"[664130, 1081090, 416960]"
503.0,"[664330, 1637650, 973320]"
11.0,"[3940, 733100, 729160]"
176.0,"[11410, 756230, 744820]"
264.0,"[15490, 720970, 705480]"
300.0,"[20060, 792360, 772300]"
308.0,"[605830, 1079920, 474090]"
AverageCCT,706005.2631578947
